HS부호,적용시작일자,적용종료일자,한글품목명,영문품목명,한국표준무역분류명,수량단위최대단가,중량단위최대단가,수량단위코드,중량단위코드,수출성질코드,수입성질코드,품목규격명,필수규격명,참고규격명,규격설명,규격사항내용,성질통합분류코드,성질통합분류코드명
5403420000,2022-01-01,2022-12-31,초산셀룰로오스의 것,Of cellulose acetate,,,,,KG,32601,25101,,,,,,22020301,(아세테이트사(장섬유사))
5403490000,2022-01-01,2022-12-31,기타,Other,,,,,KG,32601,25101,,,,,,22020390,(기타 재생·반합성섬유사(장섬유사))
5404110000,2007-01-01,2022-12-31,탄성사,Elastomeric,,,,,KG,32501,25101,,,,,,22020290,(기타 합성섬유사(장섬유사))
5404120000,2013-01-01,2022-12-31,기타(폴리프로필렌의 것으로 한정한다),"Other, of polypropylene",,,,,KG,32501,25101,,,,,,22020290,(기타 합성섬유사(장섬유사))
5404191000,2013-01-01,2022-12-31,나일론이나 기타 폴리아미드의 것,Of nylon or other polyamides,,,,,KG,32501,25101,,,,,,22020201,(나일론사(장섬유사))
5404199000,2007-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020290,(기타 합성섬유사(장섬유사))
5404901000,2013-01-01,2022-12-31,스트립 모양의 것,Of strip,,,,,KG,32501,25101,,,,,,22020290,(기타 합성섬유사(장섬유사))
5404909000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020290,(기타 합성섬유사(장섬유사))
5405000000,2022-01-01,2022-12-31,"재생ㆍ반(半)합성 모노필라멘트(67데시텍스 이상인 것으로서 횡단면의 치수가 1밀리미터 이하인 것으로 한정한다), 재생ㆍ반(半)합성 방직용 섬유재료의 스트립(strip)이나 이와 유사한 것[예: 인조 스트로(straw)](시폭이 5밀리미터 이하인 것으로 한정한다)","Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 ㎜; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 ㎜.",,,,,KG,32601,25101,,,,,,22020390,(기타 재생·반합성섬유사(장섬유사))
5406001000,2007-01-01,2022-12-31,합성필라멘트사,Synthetic filament yarn,,,,,KG,32501,25101,,,,,,22020290,(기타 합성섬유사(장섬유사))
5406002000,2013-01-01,2022-12-31,재생ㆍ반(半)합성 필라멘트사,Artificial filament yarn,,,,,KG,32601,25101,,,,,,22020390,(기타 재생·반합성섬유사(장섬유사))
5407101000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407102000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407200000,2013-01-01,2022-12-31,스트립(strip)이나 이와 유사한 것으로 직조한 직물,Woven fabrics obtained from strip or the like,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407300000,2017-01-01,2022-12-31,제11부의 주 제9호의 직물,Fabrics specified in note 9 to section  ,,0,0,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407410000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407420000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407430000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407440000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407510000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407520000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407530000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407540000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407611000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407612000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407613000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407614000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407691000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407692000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407693000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407694000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407710000,2022-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030204,
5407720000,2022-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33501,25401,,,,,,22030204,
5407730000,2022-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33501,25401,,,,,,22030204,
5407740000,2022-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33501,25401,,,,,,22030204,
5407811000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407812000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407813000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407819000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407821000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407822000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407823000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407829000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407831000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407832000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407833000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407839000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407841000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407842000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407843000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407849000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407911000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407912000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407913000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407919000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407921000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407922000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407923000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407929000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407931000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407932000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407933000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407939000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5407941000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030201,(나일론 직물)
5407942000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,M2,KG,33501,25401,,,,,,22030202,(폴리에스테르 직물)
5407943000,2002-01-01,2022-12-31,아크릴 중합체의 것,Of acrylic polymers,,,,M2,KG,33501,25401,,,,,,22030203,(아크릴 직물)
5407949000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030290,(기타 합성장섬유 직물)
5408100000,2013-01-01,2022-12-31,비스코스레이온(viscose rayon)의 강력사로 직조한 직물,Woven fabrics obtained from high tenacity yarn of viscose rayon,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408210000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408220000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408230000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408240000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408310000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408320000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408330000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5408340000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33601,25601,,,,,,22030301,(재생·반합성장섬유 직물)
5501110000,2022-01-01,2022-12-31,아라미드의 것,Of aramids,,,,,KG,31301,25401,,,,,,22010201,(나일론섬유)
5501190000,2022-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010201,(나일론섬유)
5501200000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,,KG,31301,25401,,,,,,22010202,(폴리에스테르섬유)
5501300000,2022-01-01,2022-12-31,아크릴이나 모다크릴(modacrylic)의 것,Acrylic or modacrylic,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5501400000,2007-01-01,2022-12-31,폴리프로필렌의 것,Of polypropylene,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5501900000,2002-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5502101000,2017-01-01,2022-12-31,"44,000 데시텍스 미만의 것","Less than 44,000 decitex",,0,0,,KG,31301,25401,,,,,,22010301,(아세테이트섬유)
5502102000,2017-01-01,2022-12-31,"44,000 데시텍스 이상의 것","Not less than 44,000 decitex",,0,0,,KG,31301,25401,,,,,,22010301,(아세테이트섬유)
5502900000,2022-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010391,
5503110000,2022-01-01,2022-12-31,아라미드(aramid)의 것,Of aramids,,,,,KG,31301,25401,,,,,,22010201,(나일론섬유)
5503190000,2022-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010201,(나일론섬유)
5503201000,2013-01-01,2022-12-31,이형단면(異型斷面)인 것,Of special section face,,,,,KG,31301,25401,,,,,,22010202,(폴리에스테르섬유)
5503209000,2022-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010202,(폴리에스테르섬유)
5503301000,2022-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5503302000,2022-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5503400000,2002-01-01,2022-12-31,폴리프로필렌의 것,Of polypropylene,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5503900000,2002-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5504101000,2013-01-01,2022-12-31,이형단면(異型斷面)인 것,Of special section face,,,,,KG,31301,25401,,,,,,22010302,(비스코스섬유)
5504102000,2013-01-01,2022-12-31,폴리노직(polynosic) 단면인 것,Of polynosic section face,,,,,KG,31301,25401,,,,,,22010302,(비스코스섬유)
5504109000,2017-01-01,2022-12-31,기타 ,Other,,0,0,,KG,31301,25401,,,,,,22010302,(비스코스섬유)
5504902000,2013-01-01,2022-12-31,리오셀(lyocell)의 것,Of lyocell,,,,,KG,31301,25401,,,,,,22010390,(기타 재생·반합성섬유)
5504909000,2002-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010390,(기타 재생·반합성섬유)
5505100000,2002-01-01,2022-12-31,합성섬유의 것,Of synthetic fibres,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5505200000,2013-01-01,2022-12-31,재생ㆍ반(半)합성 섬유의 것,Of artificial fibres,,,,,KG,31301,25401,,,,,,22010390,(기타 재생·반합성섬유)
5506100000,2022-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,,KG,31301,25401,,,,,,22010201,(나일론섬유)
5506200000,2022-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,,KG,31301,25401,,,,,,22010202,(폴리에스테르섬유)
5506300000,2022-01-01,2022-12-31,아크릴이나 모다크릴(modacrylic)의 것,Acrylic or modacrylic,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5506400000,2017-01-01,2022-12-31,폴리프로필렌의 것,Of polypropylene,,0,0,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5506900000,2002-01-01,2022-12-31,기타,Other,,,,,KG,31301,25401,,,,,,22010290,(기타 합성섬유)
5507000000,2022-01-01,2022-12-31,재생ㆍ반(半)합성 스테이플섬유[카드(card)ㆍ코움(comb)이나 그 밖의 방적준비 처리를 한 것으로 한정한다],"Artificial staple fibres, carded, combed or otherwise processed for spinning.",,,,,KG,31301,25401,,,,,,22010391,
5508102000,2002-01-01,2022-12-31,폴리에스테르의 것,Of polyesters,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5508109000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020490,(기타 합성섬유사(방적사))
5508200000,2022-01-01,2022-12-31,재생ㆍ반(半)합성 스테이플섬유의 것,Of artificial staple fibres,,,,,KG,32601,25101,,,,,,22020591,
5509111000,2002-01-01,2022-12-31,강력사,High tenacity yarn,,,,,KG,32501,25101,,,,,,22020401,(나일론사(방적사))
5509119000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020401,(나일론사(방적사))
5509121000,2012-01-01,2022-12-31,강력사,High tenacity yarn,,,,,KG,32501,25101,,,,,,22020401,(나일론사(방적사))
5509129000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020401,(나일론사(방적사))
5509211000,2002-01-01,2022-12-31,강력사,High tenacity yarn,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509219000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509221000,2002-01-01,2022-12-31,강력사,High tenacity yarn,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509229000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509311000,2002-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509312000,2013-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509321000,2002-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509322000,2013-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509410000,2002-01-01,2022-12-31,단사,Single yarn,,,,,KG,32501,25101,,,,,,22020490,(기타 합성섬유사(방적사))
5509420000,2013-01-01,2022-12-31,복합사(연합사)나 케이블사,Multiple (folded) or cabled yarn,,,,,KG,32501,25101,,,,,,22020490,(기타 합성섬유사(방적사))
5509510000,2013-01-01,2022-12-31,주로 재생ㆍ반(半)합성 스테이플섬유와 혼방한 것,Mixed mainly or solely with artificial staple fibres,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509520000,2013-01-01,2022-12-31,주로 양모나 동물의 부드러운 털과 혼방한 것,Mixed mainly or solely with wool or fine animal hair,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509530000,2002-01-01,2022-12-31,주로 면과 혼방한 것,Mixed mainly or solely with cotton,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509590000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020402,(폴리에스테르사(방적사))
5509611000,2002-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509612000,2013-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509621000,2002-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509622000,2013-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
55096910,2016-01-01,2022-12-31,주로 재생ㆍ반(半)합성 섬유와 혼방한 것,Mixed mainly or solely with artificial fibres,,,,,,,,,,,,,,
5509691010,2002-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509691020,2013-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
55096920,2016-01-01,2022-12-31,기타,Other,,,,,,,,,,,,,,
5509692010,2002-01-01,2022-12-31,아크릴의 것,Acrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509692020,2013-01-01,2022-12-31,모다크릴(modacrylic)의 것,Modacrylic,,,,,KG,32501,25101,,,,,,22020403,(아크릴사(방적사))
5509911000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,,KG,32501,25101,,,,,,22020401,(나일론사(방적사))
5509919000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020490,(기타 합성섬유사(방적사))
5509920000,2022-01-01,2022-12-31,주로 면과 혼방한 것,Mixed mainly or solely with cotton,,,,,KG,32501,25101,,,,,,22020491,
5509990000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32501,25101,,,,,,22020490,(기타 합성섬유사(방적사))
5510111000,2013-01-01,2022-12-31,비스코스레이온(viscose rayon)의 것,Of viscose rayon,,,,,KG,32601,25101,,,,,,22020502,(비스코스사(방적사))
5510119000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32601,25101,,,,,,22020590,(기타 재생·반합성섬유사(방적사))
5510121000,2013-01-01,2022-12-31,비스코스레이온(viscose rayon)의 것,Of viscose rayon,,,,,KG,32601,25101,,,,,,22020502,(비스코스사(방적사))
5510129000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32601,25101,,,,,,22020590,(기타 재생·반합성섬유사(방적사))
5510201000,2013-01-01,2022-12-31,비스코스레이온(viscose rayon)의 것,Of viscose rayon,,,,,KG,32601,25101,,,,,,22020502,(비스코스사(방적사))
5510209000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32601,25101,,,,,,22020590,(기타 재생·반합성섬유사(방적사))
5510301000,2013-01-01,2022-12-31,비스코스레이온(viscose rayon)의 것,Of viscose rayon,,,,,KG,32601,25101,,,,,,22020502,(비스코스사(방적사))
5510309000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32601,25101,,,,,,22020590,(기타 재생·반합성섬유사(방적사))
5510901000,2013-01-01,2022-12-31,비스코스레이온(viscose rayon)의 것,Of viscose rayon,,,,,KG,32601,25101,,,,,,22020502,(비스코스사(방적사))
5510909000,2002-01-01,2022-12-31,기타,Other,,,,,KG,32601,25101,,,,,,22020590,(기타 재생·반합성섬유사(방적사))
5511100000,2022-01-01,2022-12-31,합성스테이플섬유의 함유량이 전 중량의 100분의 85 이상인 것,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres",,,,,KG,32501,25101,,,,,,22020491,
5511200000,2022-01-01,2022-12-31,합성스테이플섬유의 함유량이 전 중량의 100분의 85 미만인 것,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres",,,,,KG,32501,25101,,,,,,22020491,
5511300000,2022-01-01,2022-12-31,재생ㆍ반(半)합성 스테이플섬유의 것,Of artificial staple fibres,,,,,KG,32601,25101,,,,,,22020591,
5512110000,2013-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512191000,2002-01-01,2022-12-31,염색한 것,Dyed,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512192000,2013-01-01,2022-12-31,서로 다른 색실로 된 것,Of yarns of different colours,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512193000,2002-01-01,2022-12-31,날염한 것,Printed,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512210000,2022-01-01,2022-12-31,표백하지 않은 것이나 표백한 것,Unbleached or bleached,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512290000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512911000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512919000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512991000,2013-01-01,2022-12-31,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5512999000,2002-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513110000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 것[평직(平織)으로 한정한다],"Of polyester staple fibres, plain weave",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513120000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 능직(綾織)[3올이나 4올의 능직(綾織)으로 한정하며 파사문직(破斜文織)을 포함한다],"3-thread or 4-thread twill, including cross twill, of polyester staple fibres",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513130000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 그 밖의 직물,Other woven fabrics of polyester staple fibres,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513190000,2022-01-01,2022-12-31,그 밖의 직물,Other woven fabrics,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513210000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 것[평직(平織)으로 한정한다],"Of polyester staple fibres, plain weave",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513231000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 능직(綾織)[3올이나 4올의 능직(綾織)으로 한정하며 파사문직(破斜文織)을 포함한다],"3-thread or 4-thread twill, including cross twill, of polyester staple fibres",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513239000,2007-01-01,2022-12-31,기타,Other,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513290000,2022-01-01,2022-12-31,그 밖의 직물,Other woven fabrics,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513310000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 것[평직(平織)으로 한정한다],"Of polyester staple fibres, plain weave.",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513390000,2022-01-01,2022-12-31,그 밖의 직물,Other woven fabrics,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513410000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 것[평직(平織)으로 한정한다],"Of polyester staple fibres, plain weave",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5513490000,2022-01-01,2022-12-31,그 밖의 직물,Other woven fabrics,,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5514110000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 것[평직(平織)으로 한정한다],"Of polyester staple fibres, plain weave",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
5514120000,2013-01-01,2022-12-31,폴리에스테르 스테이플섬유의 능직(綾織)[3올이나 4올의 능직(綾織)으로 한정하며 파사문직(破斜文織)을 포함한다],"3-thread or 4-thread twill, including cross twill, of polyester staple fibres",,,,M2,KG,33501,25401,,,,,,22030401,(합성단섬유 직물)
